path	lines	elementary object/application	consumers (current static caller signal)	superseding owner	disposition	target	verification
crates/holonic-engine/kernels/field_linear_material_pullback.cuh	38	crate source; elementary object mapping unresolved pending semantic owner review	1 tracked source files mention `field_linear_material_pullback` as an identifier; examples: crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_material_actuation.cuh	30	crate source; elementary object mapping unresolved pending semantic owner review	1 tracked source files mention `field_material_actuation` as an identifier; examples: crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_material_mode.cuh	145	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `field_material_mode` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_material_pullback.cuh	158	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `field_material_pullback` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_material_support.cuh	64	crate source; elementary object mapping unresolved pending semantic owner review	1 tracked source files mention `field_material_support` as an identifier; examples: crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_material_transport.cuh	70	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `field_material_transport` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_moment_material.cuh	185	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `field_moment_material` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_normal_material.cuh	434	crate source; elementary object mapping unresolved pending semantic owner review	3 tracked source files mention `field_normal_material` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu, crates/holonic-engine/src/native_ecology/constitutive_fibre/field/material_transport/normal/layout.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_normalized_receiver.cuh	421	crate source; elementary object mapping unresolved pending semantic owner review	3 tracked source files mention `field_normalized_receiver` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu, crates/holonic-engine/src/resident_section/surface_normalized_ratio.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_operative_adjoint.cuh	160	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `field_operative_adjoint` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_operative_contacts.cuh	171	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `field_operative_contacts` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_operative_map_source.cuh	94	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `field_operative_map_source` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_operative_reflection.cuh	153	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `field_operative_reflection` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_reflection_commit.cuh	73	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `field_reflection_commit` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_reflection_target.cuh	106	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `field_reflection_target` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/field_source_reflection.cuh	163	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `field_source_reflection` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/global_field_action.cuh	612	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `global_field_action` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_applied_condition.cuh	209	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `normal_applied_condition` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_applied_features.cuh	43	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `normal_applied_features` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_applied_relation.cuh	27	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `normal_applied_relation` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_coupled.cuh	35	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `normal_coupled` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_enclosure_ports.cuh	144	crate source; elementary object mapping unresolved pending semantic owner review	3 tracked source files mention `normal_enclosure_ports` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu, crates/holonic-engine/src/section_layout_adoption.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_family_enclosure.cuh	105	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `normal_family_enclosure` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_family_receiver.cuh	232	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `normal_family_receiver` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_held_section.cuh	46	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `normal_held_section` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_material_section.cuh	140	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `normal_material_section` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_section_basis.cuh	27	crate source; elementary object mapping unresolved pending semantic owner review	1 tracked source files mention `normal_section_basis` as an identifier; examples: crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_source_actuation.cuh	97	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `normal_source_actuation` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_wave.cuh	216	crate source; elementary object mapping unresolved pending semantic owner review	5 tracked source files mention `normal_wave` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu, crates/holonic-engine/src/native_ecology/constitutive_fibre/field/material_transport/normal/direct/wave/holon.rs, crates/holonics-hna/examples/normal_wave.rs, crates/holonics-hna/src/native.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_wave_basis_face.cuh	74	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `normal_wave_basis_face` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_wave_family.cuh	20	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `normal_wave_family` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_wave_receive.cuh	105	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `normal_wave_receive` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_wave_source.cuh	41	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `normal_wave_source` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/normal_wave_source_join.cuh	103	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `normal_wave_source_join` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/pair_quadrance.cuh	149	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `pair_quadrance` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/paired_field_junction.cuh	373	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `paired_field_junction` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/passive_current_ball.cuh	63	crate source; elementary object mapping unresolved pending semantic owner review	3 tracked source files mention `passive_current_ball` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu, crates/holonic-engine/kernels/normal_source_actuation.cuh	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/phase_participation.cuh	254	crate source; elementary object mapping unresolved pending semantic owner review	4 tracked source files mention `phase_participation` as an identifier; examples: crates/holonic-engine/kernels/exact_resident_section.cu, crates/holonic-engine/src/native_ecology/constitutive_fibre/field/receiver/normalized/phase.rs, crates/holonics-hna/src/native/coupled_wave/body/field/geometric.rs, crates/holonics-hna/src/native/coupled_wave/body/field/incident.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/refine_shell.cu	14	crate source; elementary object mapping unresolved pending semantic owner review	21 tracked source files mention `refine_shell` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/refine_shell/base_transport.cuh, crates/holonic-engine/kernels/refine_shell/membrane_factor_current.cuh, crates/holonic-engine/kernels/refine_shell/membrane_factored_moment.cuh, crates/holonic-engine/kernels/refine_shell/membrane_projective.cuh, crates/holonic-engine/kernels/refine_shell/membrane_receiver_history.cuh, crates/holonic-engine/kernels/refine_shell/membrane_relational.cuh, crates/holonic-engine/kernels/refine_shell/membrane_sparse_quadratic.cuh	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/refine_shell/base_transport.cuh	1201	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `base_transport` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/refine_shell.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/refine_shell/membrane_factor_current.cuh	933	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `membrane_factor_current` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/refine_shell.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/refine_shell/membrane_factored_moment.cuh	1224	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `membrane_factored_moment` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/refine_shell.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/refine_shell/membrane_projective.cuh	925	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `membrane_projective` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/refine_shell.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/refine_shell/membrane_receiver_history.cuh	1467	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `membrane_receiver_history` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/refine_shell.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/refine_shell/membrane_relational.cuh	1155	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `membrane_relational` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/refine_shell.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/refine_shell/membrane_sparse_quadratic.cuh	1269	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `membrane_sparse_quadratic` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/refine_shell.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/refine_shell/membrane_state_addressed.cuh	494	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `membrane_state_addressed` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/refine_shell.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/refine_shell/refine_receiver_helpers.cuh	1068	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `refine_receiver_helpers` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/refine_shell.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/refine_shell/refine_shared.cuh	984	crate source; elementary object mapping unresolved pending semantic owner review	12 tracked source files mention `refine_shared` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/refine_shell.cu, crates/holonic-engine/kernels/refine_shell/base_transport.cuh, crates/holonic-engine/kernels/refine_shell/membrane_factor_current.cuh, crates/holonic-engine/kernels/refine_shell/membrane_factored_moment.cuh, crates/holonic-engine/kernels/refine_shell/membrane_projective.cuh, crates/holonic-engine/kernels/refine_shell/membrane_receiver_history.cuh, crates/holonic-engine/kernels/refine_shell/membrane_relational.cuh	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/refine_shell/situated_transport.cuh	469	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `situated_transport` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/refine_shell.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/kernels/section_bilinear_adjoint.cuh	98	crate source; elementary object mapping unresolved pending semantic owner review	2 tracked source files mention `section_bilinear_adjoint` as an identifier; examples: crates/holonic-engine/build.rs, crates/holonic-engine/kernels/exact_resident_section.cu	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/src/acoustic_receiver.rs	1571	exact resonator-bank acoustic chart over the same phase-current population as color: Cayley step/gain, causal advance/run, pressure/timbre faces, energy/stability, joint reading and PCM/WAV export	Rust search finds no production/example caller of ResonatorBank, joint_reading, export_pcm16 or wav_bytes outside this module/tests; crate-root reexport only. The module consumes dimensional_wave + causal_chord internally.	exact checked mirror already exists at formal/elementary-holonics/ElementaryHolonics/Foundation/AcousticReceiver.lean; docs/ARCHITECTURE_MAP.md maps every theorem/method. Runtime codec methods have no current app owner/caller.	retire	retire this unconsumed Rust mirror and unused PCM/WAV boundary; preserve the checked Lean owner; update lib.rs exports, architecture map and receiver plan owner paths; no example cut exists	Historical cohort: one of the 41 zero-reference modules / 63,060 lines at c9012f17; old search count is not a current verdict. source explicitly pairs every Lean theorem with Rust invariant/test; current caller scan found none outside module/tests. The exact Rust/Lean map is in docs/ARCHITECTURE_MAP.md:1229 and docs/plans/THE_RECEIVER_ATLAS_SEPARATES_WHAT_ONE_FACE_CANNOT.md; no example imports it. Safe only with docs/re-export cleanup in R1; do not delete Lean.
crates/holonic-engine/src/acoustic_receiver/tests.rs	1515	crate source; elementary object mapping unresolved pending semantic owner review	no unique filename stem for static token scan; inspect parent module declarations/imports/re-exports	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/src/addressed_current.rs	1377	crate source; elementary object mapping unresolved pending semantic owner review	3 tracked source files mention `addressed_current` as an identifier; examples: crates/holonic-engine/src/cuda_refine.rs, crates/holonic-engine/src/cuda_refine/membrane_types.rs, crates/holonic-engine/src/lib.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/src/algebraic.rs	2705	crate source; elementary object mapping unresolved pending semantic owner review	122 tracked source files mention `algebraic` as an identifier; examples: applications/holon-plate/examples/emit_form.rs, applications/holon-plate/src/schemas/rebase.rs, applications/holon-plate/src/tests.rs, applications/holon-plate/tests/cli.rs, crates/holonic-body/src/manifold.rs, crates/holonic-body/src/manifold/tests_core.rs, crates/holonic-body/src/soul.rs, crates/holonic-core/src/exact_linear/contextual.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/src/algebraic/core_chart.rs	359	crate source; elementary object mapping unresolved pending semantic owner review	17 tracked source files mention `core_chart` as an identifier; examples: crates/holonic-engine/src/algebraic.rs, crates/holonic-engine/src/algebraic/core_chart/tests.rs, crates/holonic-engine/src/collocation.rs, crates/holonic-engine/src/contact_gluing.rs, crates/holonic-engine/src/fold.rs, crates/holonic-engine/src/fold/tests.rs, crates/holonic-engine/src/grown_cell.rs, crates/holonic-engine/src/hodge_receiver.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/src/algebraic/core_chart/tests.rs	172	crate source; elementary object mapping unresolved pending semantic owner review	no unique filename stem for static token scan; inspect parent module declarations/imports/re-exports	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/src/analytic_field.rs	3323	crate source; elementary object mapping unresolved pending semantic owner review	9 tracked source files mention `analytic_field` as an identifier; examples: crates/holonic-engine/examples/the_loop_carries_its_circulation.rs, crates/holonic-engine/examples/the_resonator_is_asked_what_it_resonates_at.rs, crates/holonic-engine/examples/the_taper_transmits_and_the_step_reflects.rs, crates/holonic-engine/src/kelvin.rs, crates/holonic-engine/src/lattice_gauge.rs, crates/holonic-engine/src/lib.rs, crates/holonic-engine/src/parcel.rs, crates/holonic-engine/src/traversible_chain.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/src/approach_front.rs	484	crate source; elementary object mapping unresolved pending semantic owner review	4 tracked source files mention `approach_front` as an identifier; examples: crates/holonic-engine/examples/the_committed_step_is_a_link_and_the_winding_cannot_see_it.rs, crates/holonic-engine/src/derivation_capacitance.rs, crates/holonic-engine/src/front_passage.rs, crates/holonic-engine/src/lib.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
crates/holonic-engine/src/arithmetic_dimensional.rs	1275	arithmetic boundary chart that mounts ArithmeticFiberStanding into four affine receiver coordinates plus one exact conic phase pair per prime-factor axis; source rank grows at prime-square horizons; emits finite dimensional waves/slices	only direct Rust caller is crates/holonic-engine/examples/arithmetic_dimensional_receiver.rs (headless snapshot/sweep and X11 interaction); module has own tests; no workbench/application package caller found	application chart over arithmetic_fiber + dimensional_receiver; no direct Lean owner. Prime valuation/radix and finite phase theorems are partial source owners, not this coordinate/wave mounting law	keep	keep as a boundary application chart in applications/holonics-workbench (proposed destination; no current workbench consumer); move module and the exact_dimensional_receiver example together, including X11 boundary ownership	Historical cohort: one of the 41 zero-reference modules / 63,060 lines at c9012f17; old search count is not a current verdict. source and sole direct example inspected: the module explicitly says it does not rebuild ArithmeticFiberStanding and defines the chart; example is its only current consumer. Prior-art records 2026-07-30/31 source this composition. Exact target package is not currently wired; mark the move as application-boundary work, not core arithmetic operator.
crates/holonic-engine/src/arithmetic_fiber.rs	2697	crate source; elementary object mapping unresolved pending semantic owner review	4 tracked source files mention `arithmetic_fiber` as an identifier; examples: crates/holonic-core/src/prime_image_algebra.rs, crates/holonic-engine/src/lib.rs, crates/holonic-engine/src/prime_image_algebra/tests.rs, crates/holonic-engine/src/quintic_chart.rs	unresolved	unresolved	unresolved pending import/export, operator law, and consuming-call review	not listed in historical 41/40 candidate names; static token scan only (not build-confirmed); no deletion decision inferred from mention count
