driver	crate	lines	owners	declared_source	exterior	output_manifest	closure_manifest	named_in	subject
crates/holonic-engine/examples/the_iron_tokens_carry_the_field.rs	crates/holonic-engine	1589	holonic_engine::corpus_census;holonic_engine::exact_value;holonic_engine::hardware_cover;holonic_engine::surprisal;holonic_engine::token_invariance	yes	none	no	no	8	The iron tokens a corpus founds, and what they cost to find
crates/holonic-engine/examples/the_junction_returns_a_group_element.rs	crates/holonic-engine	484	holonic_engine::conditioned_derivation;holonic_engine::founded_receiver;holonic_engine::receiver_exact_compression;holonic_engine::structure_group	no	none	no	no	2	The junction returns a group element, and the abelian reading is one bit
crates/holonic-engine/examples/the_kernel_decides_which_moves_are_load_bearing.rs	crates/holonic-engine	345	holonic_engine::lean_development;holonic_engine::move_species	no	kernel+deposit	no	yes	6	An independent instrument grades the move-species reading: **delete a move, ask the kernel.**
crates/holonic-engine/examples/the_layer_stays_on_the_card.rs	crates/holonic-engine	2486	holonic_engine::causal;holonic_engine::embedding_fiber;holonic_engine::exact_work;holonic_engine::front_passage;holonic_engine::interaction;holonic_engine::ported_operation;holonic_engine::resident_section;holonic_engine::source_occurrence	yes	kernel+deposit	yes	yes	7	**One complete source-authenticated Gemma-4-E4B layer-zero deed whose hot semantic chronology
crates/holonic-engine/examples/the_layered_lattice_is_compressed_by_its_own_receivers.rs	crates/holonic-engine	740	holonic_engine::cuda_refine;holonic_engine::receiver_exact_compression	no	card	no	no	3	**The layered lattice a transformer forbids itself to leave, put through the compression organ —
crates/holonic-engine/examples/the_leader_reads_its_own_depth.rs	crates/holonic-engine	710	holonic_engine::leader_quadrature;relational_geometry::format_rat;relational_geometry::integer;relational_geometry::rat	no	none	no	no	1	The witness depth and the grain, lifted off the organ and read off the material — and the
crates/holonic-engine/examples/the_lift_returns_its_defect_and_the_fibres_are_exact.rs	crates/holonic-engine	1832	holonic_engine::cross_chart;holonic_engine::embedding_fiber;holonic_engine::exact_linear;holonic_engine::exact_value;holonic_engine::foreign_map;holonic_engine::receiver_exact_compression	yes	deposit	no	no	2	**Deed P1 — the cross-chart lift returns its exact defect, and the mouth returns its fibres.**
crates/holonic-engine/examples/the_lifted_body_condenses_only_where_future_receivers_factor.rs	crates/holonic-engine	616	holonic_engine::native_rest;holonic_engine::operation_correspondence	yes	deposit	yes	yes	3	W2: structural condensation of the complete W1 deed family
crates/holonic-engine/examples/the_lifted_body_is_cultivated_and_the_delta_survives_native_rest.rs	crates/holonic-engine	782	holonic_engine::cultivated_rest;holonic_engine::cultivation_derivation;holonic_engine::embedding_fiber;holonic_engine::exact_linear;holonic_engine::foreign_codec_rest;holonic_engine::native_rest;holonic_engine::phoenix;holonic_engine::resident_section	yes	kernel+deposit	yes	yes	3	W3: cultivate the lifted native rest, seal the actual returned factors, and grade a detached child
crates/holonic-engine/examples/the_lifted_body_is_cultivated_and_the_delta_survives_the_seal.rs	crates/holonic-engine	877	holonic_engine::embedding_fiber;holonic_engine::exact_linear;holonic_engine::exact_value;holonic_engine::foreign_map;holonic_engine::ported_reference;holonic_engine::receiver_exact_compression	yes	kernel	no	no	1	**Phoenix station eleven: the lifted body is cultivated, and the delta survives a
crates/holonic-engine/examples/the_lifted_native_rest_conducts_on_the_card.rs	crates/holonic-engine	328	holonic_engine::embedding_fiber;holonic_engine::foreign_codec_rest;holonic_engine::resident_section	yes	deposit	yes	yes	3	W2 base deed: conduct the lifted native rest on the resident card
crates/holonic-engine/examples/the_link_extent_is_read_off_the_incidence.rs	crates/holonic-engine	324	holonic_engine::conditioned_derivation;holonic_engine::derivation_atlas;holonic_engine::derivation_curvature	yes	none	no	no	1	The extent of every link in a derivation's realized scaffold, computed from the incidence rather
crates/holonic-engine/examples/the_loop_carries_its_circulation.rs	crates/holonic-engine	861	holonic_engine::analytic_field;holonic_engine::exact_linear;holonic_engine::kelvin;relational_geometry::format_rat;relational_geometry::integer;relational_geometry::rat	no	none	no	no	5	The loop carries its circulation, and closure is the only thing that can fail
crates/holonic-engine/examples/the_machine_proposes_and_the_organs_adjudicate.rs	crates/holonic-engine	1354	holonic_engine::hypergeometric_closure;relational_geometry::exact;relational_geometry::receiver_atlas	yes	deposit	no	no	5	**The machine proposes mathematics the corpus does not contain, and exact organs adjudicate it.**
crates/holonic-engine/examples/the_material_founds_the_identity_atlas.rs	crates/holonic-engine	2487	holonic_engine::hypergeometric_closure;holonic_engine::lean_development;holonic_engine::multiquadratic;holonic_engine::statement_grammar;relational_geometry::exact;relational_geometry::receiver_atlas	yes	deposit	no	no	7	**An atlas of mathematical identities, founded from mathematics written as tokens.**
crates/holonic-engine/examples/the_material_states_its_own_isolation_depth.rs	crates/holonic-engine	443	holonic_engine::exact_value;holonic_engine::rational_polynomial;holonic_engine::winding_inertia	no	none	no	no	1	The depth of a bisection, read off the polynomial instead of chosen
crates/holonic-engine/examples/the_material_stratifies_under_a_declared_field.rs	crates/holonic-engine	546	holonic_engine::corpus_census;holonic_engine::lean_development;holonic_engine::receiver_exact_compression	no	none	no	no	2	**Mathematics into the Information Centrifuge**, steps 2 and 3
crates/holonic-engine/examples/the_matroid_names_its_windings.rs	crates/holonic-engine	541	holonic_engine::inertia;holonic_engine::matroid_chow;holonic_engine::winding_inertia	no	none	no	no	5	The matroid hands its Hodge–Riemann form to the organ that names windings
crates/holonic-engine/examples/the_measure_is_situated.rs	crates/holonic-engine	938	holonic_engine::algebraic;holonic_engine::communication;holonic_engine::conditioned_derivation;holonic_engine::derivation_atlas;holonic_engine::exact_value;holonic_engine::gluing;holonic_engine::rebase_invariants;holonic_engine::situated_residual;holonic_engine::surprisal	no	none	no	no	6	The measure is given a declared second body, so the read is situated rather than absolute
crates/holonic-engine/examples/the_move_species_is_a_fiber.rs	crates/holonic-engine	411	holonic_engine::lean_development;holonic_engine::move_species	no	none	no	no	2	The species of a proof move, returned as a fiber, on real mathematics
crates/holonic-engine/examples/the_name_elaborates_and_the_loop_fills.rs	crates/holonic-engine	1090	holonic_engine::derivation_atlas;holonic_engine::derivation_two_cells;holonic_engine::name_elaboration;holonic_engine::rebase_invariants	yes	none	no	no	2	Elaborate the machine's own deposited names, then fill the loops its routes close where the
crates/holonic-engine/examples/the_native_baseline_conducts_from_its_own_rest.rs	crates/holonic-engine	2623	holonic_engine::athena;holonic_engine::category;holonic_engine::causal;holonic_engine::embedding_fiber;holonic_engine::exact_work;holonic_engine::foreign_map;holonic_engine::front_passage;holonic_engine::interaction;holonic_engine::native_law;holonic_engine::native_occurrence;holonic_engine::ported_operation;holonic_engine::receiver_exact_compression;holonic_engine::resident_section;holonic_engine::source_occurrence	yes	kernel+deposit	no	no	2	**Deed P0: ARM N — the native baseline conducts on the card from its own rest, and returns its
crates/holonic-engine/examples/the_native_rest_is_sealed_and_a_fresh_process_conducts.rs	crates/holonic-engine	456	holonic_engine::causal;holonic_engine::embedding_fiber;holonic_engine::exact_value;holonic_engine::foreign_map;holonic_engine::interaction;holonic_engine::ported_operation;holonic_engine::ported_reference	yes	kernel	no	no	1	**Phoenix stations eight and nine: the native rest is sealed, the foreign source departs, and a
crates/holonic-engine/examples/the_order_has_a_price.rs	crates/holonic-engine	220	holonic_engine::interchange;holonic_engine::receiver_exact_compression	no	none	no	no	4	THE ORDER HAS A PRICE — `⌈log₂(n!)⌉` bits, and whether the receiver family can read them
crates/holonic-engine/examples/the_parcel_rides_and_the_field_watches.rs	crates/holonic-engine	540	holonic_engine::diffusion;holonic_engine::parcel	no	none	no	no	1	The parcel rides, and the field watches: two routes to one harmonic measure
crates/holonic-engine/examples/the_partition_is_typed_and_the_reduction_is_a_junction.rs	crates/holonic-engine	1472	holonic_engine::embedding_fiber;holonic_engine::exact_linear;holonic_engine::foreign_map;holonic_engine::hardware_cover;holonic_engine::reduction_junction;holonic_engine::section_partition	yes	deposit	yes	yes	4	**Deed H1: the partition is typed and the reduction is a junction.**
crates/holonic-engine/examples/the_pentagon_divides_the_instruments.rs	crates/holonic-engine	228	holonic_engine::multiquadratic;holonic_engine::quintic_chart;holonic_engine::winding_inertia	no	none	no	no	2	THE PENTAGON DIVIDES THE INSTRUMENTS — two classical theorems disagree, and both are right
crates/holonic-engine/examples/the_plaquette_carries_a_group_element.rs	crates/holonic-engine	569	holonic_engine::lattice_gauge;holonic_engine::structure_group	no	none	no	no	4	**A lattice gauge configuration over `structure_group`: representation, plaquette holonomy,
crates/holonic-engine/examples/the_ported_transport_is_posed_or_the_work_refuses.rs	crates/holonic-engine	435	holonic_engine::embedding_fiber;holonic_engine::exact_linear;holonic_engine::exact_work;holonic_engine::foreign_map;holonic_engine::ported_operation	yes	none	no	no	1	**Phoenix station two: a real ported transport is posed, and the work receiver decides.**
crates/holonic-engine/examples/the_proved_edge_moves_the_circuit.rs	crates/holonic-engine	152	holonic_engine::derivation_atlas;holonic_engine::lean_development;holonic_engine::rebase_invariants	no	none	no	no	3	The kernel-proved edge deposited into the **standing** circuit, and what it moves there
crates/holonic-engine/examples/the_pullback_bounds_the_inertia.rs	crates/holonic-engine	398	holonic_engine::exact_linear;holonic_engine::inertia	no	none	no	no	3	**What `congruence` refuses, returned as a bound: `n₊(PᵀAP) ≤ n₊(A)` for any `P` whatever.**
crates/holonic-engine/examples/the_reader_meets_mathlib.rs	crates/holonic-engine	283	holonic_engine::corpus_census;holonic_engine::derivation_atlas;holonic_engine::lean_development	yes	deposit	no	no	2	Measure what `lean_development::read_development` and `derivation_atlas::read_derivation`
crates/holonic-engine/examples/the_reader_refuses_what_it_cannot_read.rs	crates/holonic-engine	199	holonic_engine::derivation_atlas	yes	none	no	no	1	`derivation_atlas::read_derivation` against material it was never built for, and against the
crates/holonic-engine/examples/the_reading_returns.rs	crates/holonic-engine	1136	holonic_engine::conditioned_derivation;holonic_engine::derivation_atlas;holonic_engine::derivation_integral;holonic_engine::rebase_invariants;holonic_engine::returned_reading	no	deposit	no	yes	8	The reading returns: one production, read, and the movement between two readings carried back
crates/holonic-engine/examples/the_readout_founds_its_own_receivers.rs	crates/holonic-engine	372	holonic_engine::embedding_fiber;holonic_engine::founded_receiver;holonic_engine::receiver_exact_compression	no	none	no	no	3	**The readout's own relation, with the receiver panel FOUNDED and the founding order read as a
crates/holonic-engine/examples/the_readout_returns_a_fiber_not_a_winner.rs	crates/holonic-engine	360	holonic_engine::embedding_fiber	no	none	no	no	5	**The exact score population of a deposited map's readout, on the card, with no winner taken.**
crates/holonic-engine/examples/the_realizer_places_itself.rs	crates/holonic-engine	982	holonic_engine::algebraic;holonic_engine::causal;holonic_engine::complex_system;holonic_engine::dilation;holonic_engine::inertia;holonic_engine::placement;holonic_engine::rebase_invariants;holonic_engine::skein;holonic_engine::substitution_realizers;holonic_engine::supported_realizers	no	none	no	no	4	`substitution_realizers -> incidence -> positive_form -> inertia`, on a real realizer population
crates/holonic-engine/examples/the_receiver_is_founded_at_the_junction.rs	crates/holonic-engine	536	holonic_engine::founded_receiver;holonic_engine::lean_development;holonic_engine::receiver_exact_compression	yes	none	no	no	4	The panel grows at the junctions it is blind to, and two founding orders do not commute
crates/holonic-engine/examples/the_reductions_expose_their_words_and_the_quotient_fuses_lawfully.rs	crates/holonic-engine	2677	holonic_engine::causal;holonic_engine::embedding_fiber;holonic_engine::front_passage;holonic_engine::ported_operation;holonic_engine::resident_section;holonic_engine::source_occurrence	yes	kernel+deposit	no	no	2	**Deed H3 — the reductions expose their words, the census loses its avoidable atomics, and the
crates/holonic-engine/examples/the_reflection_locks_the_faces.rs	crates/holonic-engine	1358	holonic_engine::causal_reflection;relational_geometry::format_rat;relational_geometry::integer;relational_geometry::rat	no	none	no	no	3	The reflection locks the faces, and the rational circle has exactly four points on it
crates/holonic-engine/examples/the_registry_is_material_for_the_compression.rs	crates/holonic-engine	207	holonic_engine::receiver_exact_compression	no	none	no	no	4	**The registry's own dependency graph as material for `receiver_exact_compression`.**
crates/holonic-engine/examples/the_representative_moves_and_the_residue_does_not.rs	crates/holonic-engine	325	holonic_engine::hermite_reduction;holonic_engine::rational_polynomial;relational_geometry::exact	no	none	no	no	2	Hermite reduction as a **coboundary move**, with the invariant it may not
crates/holonic-engine/examples/the_research_act.rs	crates/holonic-engine	1703	holonic_engine::algebraic;holonic_engine::conditioned_derivation;holonic_engine::derivation_atlas;holonic_engine::derivation_integral;holonic_engine::derivation_skein;holonic_engine::exact_value;holonic_engine::rebase_invariants;holonic_engine::returned_reading;holonic_engine::situated_residual;holonic_engine::skein;holonic_engine::surprisal	yes	none	no	no	3	**The research act, end to end, returning the artifact.**
crates/holonic-engine/examples/the_resonator_is_asked_what_it_resonates_at.rs	crates/holonic-engine	654	holonic_engine::dimensional_wave;holonic_engine::exact_value;holonic_engine::multiquadratic;holonic_engine::traversible_chain	no	none	no	no	2	**The machine has had a resonator since it had `dimensional_wave`, and nothing had ever asked it
crates/holonic-engine/examples/the_route_between_two_named_entities.rs	crates/holonic-engine	287	holonic_engine::derivation_atlas;holonic_engine::derivation_capacitance	yes	none	no	no	1	**The route between two mathematical entities the caller names, on the machine's own deposits.**
crates/holonic-engine/examples/the_route_passes_through_the_theorem.rs	crates/holonic-engine	294	holonic_engine::derivation_atlas;holonic_engine::derivation_capacitance;holonic_engine::lean_development	yes	none	no	no	2	**A route between two mathematical entities, on Lean the machine did not write.**
crates/holonic-engine/examples/the_scalar_path_returns_its_pressure_and_utility.rs	crates/holonic-engine	3549	holonic_engine::causal;holonic_engine::embedding_fiber;holonic_engine::exact_work;holonic_engine::front_passage;holonic_engine::hardware_cover;holonic_engine::interaction;holonic_engine::resident_section;holonic_engine::source_occurrence	yes	kernel+deposit	yes	yes	5	**Deed H0 — the existing scalar path returns its physical profile.** The committed one-input
crates/holonic-engine/examples/the_seam_founds_and_the_flow_dissipates.rs	crates/holonic-engine	597	holonic_engine::conditioned_derivation;holonic_engine::contact_gluing;holonic_engine::discrete_curvature	no	none	no	no	3	THE SEAM FOUNDS AND THE FLOW DISSIPATES — the three necessities of the ratified hinge law
crates/holonic-engine/examples/the_shorthand_is_one_angle.rs	crates/holonic-engine	629	holonic_engine::exact_value;holonic_engine::quantity;relational_geometry::format_rat	no	none	no	no	2	`E = mc^2` is the relation at one angle, and the angle is computed here
crates/holonic-engine/examples/the_solution_closes_when_the_marks_take_turns.rs	crates/holonic-engine	333	holonic_engine::hypergeometric_closure	no	none	no	no	4	Whether a three-site turning equation's solution **closes**, decided by
crates/holonic-engine/examples/the_source_diagram_is_bound_or_its_candidates_are_retained.rs	crates/holonic-engine	852	holonic_engine::category;holonic_engine::exact_json;holonic_engine::foreign_map;holonic_engine::interaction;holonic_engine::ported_operation	yes	kernel	no	no	1	**Phoenix station one: the source's own testimony is bound, and what it does not decide is
crates/holonic-engine/examples/the_source_is_admitted_whole_and_the_potential_atlas_covers_the_tower.rs	crates/holonic-engine	1094	holonic_engine::exact_json;holonic_engine::foreign_map;holonic_engine::front_passage;holonic_engine::ported_operation;holonic_engine::resident_law;holonic_engine::resident_section;holonic_engine::source_occurrence	yes	kernel+deposit	no	no	2	**Station B of the complete Phoenix sequence: the foreign source is admitted whole and the
crates/holonic-engine/examples/the_source_is_dissected_by_intervention.rs	crates/holonic-engine	1570	holonic_engine::causal;holonic_engine::embedding_fiber;holonic_engine::exact_value;holonic_engine::foreign_map;holonic_engine::front_passage;holonic_engine::ported_operation;holonic_engine::resident_section;holonic_engine::source_occurrence	yes	kernel+deposit	no	no	2	**Station D of the complete Phoenix sequence: the source dissected by intervention — every taxon
crates/holonic-engine/examples/the_statement_is_founded.rs	crates/holonic-engine	1488	holonic_engine::conditioned_derivation;holonic_engine::derivation_atlas;holonic_engine::derivation_skein;holonic_engine::lean_development;holonic_engine::statement_composition;holonic_engine::statement_grammar	yes	none	no	no	8	**The statement is founded.** A conditioned instance reaches a statement absent from the deposit
crates/holonic-engine/examples/the_swing_is_the_invariant.rs	crates/holonic-engine	945	holonic_engine::simplicial;relational_geometry::analyze_receiver_atlas;relational_geometry::cross_ratio;relational_geometry::format_rat;relational_geometry::integer;relational_geometry::rat	no	none	no	no	5	The swing is the invariant
crates/holonic-engine/examples/the_taper_transmits_and_the_step_reflects.rs	crates/holonic-engine	231	holonic_engine::analytic_field;holonic_engine::dimensional_wave	no	none	no	no	1	**The whip, made computable: an adiabatic taper is a chain of zero-remainder rebases.**
crates/holonic-engine/examples/the_terrain_dilates_the_passage.rs	crates/holonic-engine	873	holonic_engine::derivation_atlas;holonic_engine::derivation_capacitance;holonic_engine::name_elaboration	yes	none	no	no	3	Conduct the machine's own deposited derivations as an exact population current, and return the
crates/holonic-engine/examples/the_token_holds_an_axis_while_its_windows_vary.rs	crates/holonic-engine	923	holonic_engine::corpus_census;holonic_engine::hardware_cover;holonic_engine::token_invariance	yes	none	no	no	2	The verdict that sits beside iron: a surface used variously that conduct still cannot pull apart
crates/holonic-engine/examples/the_tower_climbs.rs	crates/holonic-engine	565	holonic_engine::conditioned_derivation;holonic_engine::contact_gluing;holonic_engine::multiquadratic	no	none	no	no	3	THE TOWER CLIMBS — a rung composes, the ladder ascends, and what survives is measured
crates/holonic-engine/examples/the_tower_conducts_layer_by_layer_and_the_future_section_is_plural.rs	crates/holonic-engine	2019	holonic_engine::causal;holonic_engine::embedding_fiber;holonic_engine::exact_value;holonic_engine::exact_work;holonic_engine::foreign_map;holonic_engine::front_passage;holonic_engine::ported_operation;holonic_engine::resident_section;holonic_engine::source_occurrence	yes	kernel+deposit	no	no	3	**Station C of the complete Phoenix sequence: the complete contextual Gemma text pathway,
crates/holonic-engine/examples/the_tower_is_one_streamed_circulation.rs	crates/holonic-engine	907	holonic_engine::embedding_fiber;holonic_engine::foreign_codec_rest;holonic_engine::resident_section;holonic_engine::source_occurrence	yes	kernel+deposit	yes	yes	4	**Deed H4: the whole Gemma-4-E4B text tower as one streamed resident circulation.**
crates/holonic-engine/examples/the_two_instruments_disagree.rs	crates/holonic-engine	320	holonic_engine::arithmetic_monodromy;holonic_engine::multiquadratic;holonic_engine::quintic_chart	no	none	no	no	3	THE TWO INSTRUMENTS DISAGREE — one object, three apertures, and the refusal is the return
crates/holonic-engine/examples/the_whole_foreign_map_crosses_into_native_rest.rs	crates/holonic-engine	301	holonic_engine::foreign_codec_rest;holonic_engine::native_rest;holonic_engine::operation_correspondence	yes	kernel+deposit	yes	yes	3	Phoenix W1: seal the complete Gemma foreign occurrence into a source-detached native rest
crates/holonic-engine/examples/whole_receiver_holonic_complex.rs	crates/holonic-engine	562	-	yes	deposit	no	no	3	-
crates/relational-geometry/examples/certified_eta_winding_figure.rs	crates/relational-geometry	376	relational_geometry::eta_boundary_winding;relational_geometry::eta_partial_current;relational_geometry::format_rat;relational_geometry::integer;relational_geometry::rat	yes	deposit	no	no	3	The certified winding of the Dirichlet eta function over the critical strip,
crates/relational-geometry/examples/entangled_receiver_atlas.rs	crates/relational-geometry	448	relational_geometry::analyze_receiver_atlas;relational_geometry::compare_receiver_atlases;relational_geometry::format_rat;relational_geometry::integer;relational_geometry::rat;relational_geometry::triangle_face_signature	no	none	no	no	2	-
crates/relational-geometry/examples/holonic_eta_probe.rs	crates/relational-geometry	434	relational_geometry::eta_borwein_chain;relational_geometry::eta_boundary_winding;relational_geometry::eta_chain_decomposition;relational_geometry::eta_evaluate;relational_geometry::eta_evaluate_jet;relational_geometry::format_rat	yes	none	no	no	2	Bounded exact probe for one eta receiver box, and the **chain** underneath it
crates/relational-geometry/examples/holonic_eta_ratio_atlas.rs	crates/relational-geometry	894	relational_geometry::eta_boundary_winding;relational_geometry::eta_partial_current;relational_geometry::interval_common_continued_fraction	yes	deposit	no	yes	6	Generate a bounded eta-zero atlas from exact rational receiver currents
crates/relational-geometry/examples/holonic_zero_transport_complex.rs	crates/relational-geometry	1536	relational_geometry::format_rat;relational_geometry::rat	yes	deposit	no	no	1	Derive an exact transport complex from the certified eta receiver atlas
crates/relational-geometry/examples/ihara_two_route_cross_check.rs	crates/relational-geometry	655	relational_geometry::analyze_receiver_topology;relational_geometry::cross_check_ihara;relational_geometry::cross_check_ihara_perturbed;relational_geometry::diagram_graph;relational_geometry::ihara_euler_product_window;relational_geometry::ihara_signature;relational_geometry::integer;relational_geometry::rat	no	none	no	no	1	Assert Ihara's theorem against the signature the receiver topology already
crates/relational-geometry/examples/joint_decorated_path_atlas.rs	crates/relational-geometry	415	relational_geometry::build_joint_decorated_path_operator;relational_geometry::format_rat;relational_geometry::integer;relational_geometry::rat	no	none	no	no	3	-
crates/relational-geometry/examples/receiver_topology_atlas.rs	crates/relational-geometry	310	relational_geometry::analyze_receiver_topology;relational_geometry::format_rat;relational_geometry::integer;relational_geometry::rat	no	none	no	no	4	-
soma/life/examples/athena_001_the_transport_crosses_as_integers.rs	soma/life	249	body::num;holonic_engine::athena;life::causal_language;life::suffix_ecology;soma_abi::active	no	deposit	no	no	1	**ATHENA-001 — the transport half, as integers, after station one refuted the dense one.**
soma/life/examples/athena_002_the_container_generates_from_itself.rs	soma/life	426	body::num;holonic_engine::athena;life::causal_language;soma_abi::active	no	deposit	no	no	1	**ATHENA-002 — one container, both halves, and it produces with nothing else present.**
soma/life/examples/athena_is_emitted_from_the_atlas_and_read_back.rs	soma/life	282	body::num;holonic_engine::athena;holonic_engine::embedding_fiber;life::causal_language;soma_abi::active	no	deposit	no	no	1	**ATHENA-000 — the first tensor container emitted by this engine.**
soma/life/examples/audio_inscription/exact_pcm.rs	soma/life	273	body::incidence;body::num	no	none	no	no	1	-
soma/life/examples/eros_agentic_research_conversation.rs	soma/life	854	body::num;life::agentic_language;soma_abi::active	yes	none	no	no	5	EROS AGENTIC RESEARCH CONVERSATION — the agentic loop, end to end, on real material
soma/life/examples/eros_audio_contextual_ecology.rs	soma/life	1518	body::incidence;body::manifold;body::num;life::current_world;life::form_mouth;soma_abi::active	yes	deposit	no	no	2	-
soma/life/examples/eros_audio_ctc_path_fiber.rs	soma/life	1942	body::incidence;body::manifold;body::num;life::current_world;life::form_mouth;soma_abi::active	yes	deposit	no	no	2	-
soma/life/examples/eros_audio_inscription.rs	soma/life	833	body::incidence;body::manifold;body::num;life::current_world;life::form_mouth;soma_abi::active	yes	deposit	no	no	1	-
soma/life/examples/eros_causal_language_generation.rs	soma/life	559	body::num;life::causal_language;life::suffix_ecology;soma_abi::active	yes	deposit	no	no	2	EROS CAUSAL LANGUAGE GENERATION — generation through the production Swing
soma/life/examples/eros_cohered_corpus.rs	soma/life	1436	body::channel;body::incidence;body::manifold;body::num;body::soul;life::current_world;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	5	-
soma/life/examples/eros_conformal_rebase_atlas.rs	soma/life	1121	-	yes	none	no	no	2	-
soma/life/examples/eros_contextual_retriangulation.rs	soma/life	2074	body::incidence;body::num;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	3	-
soma/life/examples/eros_ctc_temporal_surface.rs	soma/life	1799	body::incidence;body::num;soma_abi::active	yes	none	no	no	2	-
soma/life/examples/eros_decomposition_revision.rs	soma/life	311	life::decomposing_codec	no	none	no	no	2	DECOMPOSE → RE-INTEGRATE, run on material and made to return its artifacts
soma/life/examples/eros_dialogue_conditioning.rs	soma/life	251	holonic_engine::conditioned_derivation;life::text_material	yes	none	no	no	1	The dialogue mouth, opened: condition on the real conversation corpus that is on disk
soma/life/examples/eros_euclidean_worldline.rs	soma/life	1024	body::channel;body::incidence;body::manifold;body::num;life::current_world;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	2	-
soma/life/examples/eros_exact_algorithm_ecology.rs	soma/life	2247	body::incidence;body::num;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	2	-
soma/life/examples/eros_exact_growing_calculator.rs	soma/life	1082	body::incidence;body::manifold;body::num;life::current_world;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	3	-
soma/life/examples/eros_formula_ecology.rs	soma/life	6190	body::incidence;body::num;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	4	-
soma/life/examples/eros_generates_text.rs	soma/life	234	body::num;life::causal_language;life::suffix_ecology;soma_abi::active	no	none	no	no	1	**Eros generates text.**
soma/life/examples/eros_heterogeneous_research_world.rs	soma/life	583	life::dialogue_lineage;life::laboratory_language	yes	none	no	no	4	THE HETEROGENEOUS WORLD CONDUCTS — four materials, one leader, one transport
soma/life/examples/eros_holonic_training_ecology.rs	soma/life	559	life::form_mouth;life::holonic_training	yes	deposit	yes	yes	2	-
soma/life/examples/eros_inherited_law_ecology.rs	soma/life	1593	body::incidence;body::num;life::current_world;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	3	-
soma/life/examples/eros_laboratory_interlocutor.rs	soma/life	395	life::agentic_research;life::laboratory_language	yes	none	no	no	3	EROS LABORATORY INTERLOCUTOR — repository-scale recurrent research deliberation
soma/life/examples/eros_lean_kernel_witness.rs	soma/life	252	life::lean_mathematics	no	kernel	no	no	2	Driver: an exterior Lean kernel is in the loop, and it refuses
soma/life/examples/eros_lean_plural_route_control.rs	soma/life	759	holonic_engine::derivation_atlas;holonic_engine::rebase_invariants;life::lean_mathematics	no	kernel+deposit	no	no	1	Driver: the declared control for the derivation atlas, and the loop from production back to it
soma/life/examples/eros_lean_proof_production.rs	soma/life	1023	life::holonic_training;life::lean_mathematics	no	kernel	no	no	13	Driver: `LeanMathematicsEcology` conditions on the repository's own formal corpus, generates
soma/life/examples/eros_mathematics_conditioning.rs	soma/life	814	holonic_engine::conditioned_derivation;life::text_material	no	none	no	no	5	Real mathematical prose enters the conditioning through `soma/life`'s own text intake, and the
soma/life/examples/eros_mathematics_instance_rest.rs	soma/life	923	holonic_engine::conditioned_derivation;life::conditioned_rest;life::form_mouth;life::text_material	no	deposit	yes	yes	3	The conditioned instance **rests, departs from its source, and resumes** — and the resumed body
soma/life/examples/eros_morphological_language_generation.rs	soma/life	769	body::num;life::causal_language;life::form_mouth;life::live_current_cuda;life::morphological_language;soma_abi::active;soma_membrane::live_current	yes	card+deposit	yes	yes	9	Full-corpus simultaneous-scale language conditioning and compositional response grade
soma/life/examples/eros_parent_on_open_substitution.rs	soma/life	1940	body::incidence;body::num;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	4	-
soma/life/examples/eros_placement_over_real_charts.rs	soma/life	358	body::num;holonic_engine::placement;holonic_engine::receiver_exact_compression;holonic_engine::supported_realizers;life::resonance_ecology;life::suffix_ecology;soma_abi::active	yes	none	no	no	3	Placement over two real receiver charts conditioned on this repository's own documents
soma/life/examples/eros_precessing_chord_conic_transport.rs	soma/life	1217	-	yes	none	no	no	2	-
soma/life/examples/eros_pretrained_ecology_cultivation.rs	soma/life	1842	body::incidence;body::num;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	4	-
soma/life/examples/eros_receiver_relative_field.rs	soma/life	507	body::incidence;body::manifold;body::num;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	2	-
soma/life/examples/eros_regional_memory.rs	soma/life	555	body::channel;body::incidence;body::manifold;body::num;soma_abi::active	yes	none	no	no	1	-
soma/life/examples/eros_reintegrating_elaboration.rs	soma/life	685	holonic_engine::derivation_atlas;holonic_engine::name_elaboration;life::reintegrating_elaboration	yes	deposit	no	no	1	Re-integration over elaboration, run on the machine's own deposited derivations
soma/life/examples/eros_relampago_atmospheric_current.rs	soma/life	3497	holonic_engine::exact_rational_from_f32_bits;life::coupled_informant_current;life::exact_world;life::form_mouth;life::live_current_cuda	yes	kernel+card+deposit	no	no	7	Recurrent RELAMPAGO generation through the typed exact/live-current organ over native GLM,
soma/life/examples/eros_repository_language_agent.rs	soma/life	1562	body::num;life::agentic_language;life::morphological_language;life::resonance_ecology;soma_abi::active	yes	deposit	no	no	7	EROS REPOSITORY LANGUAGE AGENT — recovered driver, ported onto the live library
