code.perron-transition	navigator, ratio, receiver	P(s→t)=w_st·v_t/(λ·v_s); Σ_t P(s→t)=1 when Σ_t w_st·v_t=λ·v_s	a positive Perron mode normalizes nonnegative edge weights into a transition law	v_s≠0, λ≠0, row eigen-equation; P≥0 needs w≥0, v>0, λ>0	L:Foundation/ReceiverCodeCost:perronTransition_normalized; L:Foundation/ReceiverCodeCost:perronTransition_nonnegative	formal-checked	uses:compression.perron-code-balance
standing.rotation-never-extinct	receiver, cycle	R_{3-4-5}(x,y) = ((3x−4y)/5, (4x+3y)/5): energy x²+y² conserved on every word; (1,0) → (3/5,4/5) → (−7/25,24/25); no nonzero state is extinct at any ε < energy	in a nondissipative transport a difference is redistributed among coordinates, never removed, so nothing nonzero is ever extinct for the full receiver family	exact rational rotation, receivers (x, y, energy)	L:Foundation/Standing:no_horizon_releases_the_energy_receiver; L:Foundation/Standing:nothing_nonzero_is_extinct_at_zero_tolerance; L:Foundation/Standing:the_difference_is_redistributed_not_removed; L:Foundation/Standing:rotate_preserves_energy_along_every_word	formal-checked	obstructs:standing.extinct, generalizes:receipt.rotation-never-extinct
standing.extinct-rung	receiver	Extinct_{R,G,ε} ⇔ WithinTolerance_ε after every history;  Extinct_{R,G,0}(x|y) ⇔ EqualPotential(x, y)	extinction is the tolerance rung holding after every admitted word, and at ε = 0 it collapses to equal potential	RelationLadder situation	L:Foundation/Standing:extinct_iff_withinTolerance_after_every_history; L:Foundation/Standing:extinct_at_zero_iff_equalPotential; L:Foundation/Standing:causalSignature_eq_potential	formal-checked	uses:standing.extinct, uses:receipt.extinct-zero-is-equal-potential
release.width	receiver, receipt	w_R(F) = max_F R − min_F R ≥ 0;  |R x − R y| ≤ w_R(F) for x,y ∈ F;  lo ≤ R ≤ hi on F ⇒ w ≤ hi − lo;  F ⊆ G ⇒ w_R(F) ≤ w_R(G)	the width of a reading over the compatible (preimage) fibre is an attained diameter, bounded by any enclosing band and monotone under fibre inclusion: observing more never widens it	finite nonempty compatible family, ℚ readings	L:Foundation/ReceiverRelease:width_nonneg; L:Foundation/ReceiverRelease:abs_sub_le_width; L:Foundation/ReceiverRelease:width_le_of_bounds; L:Foundation/ReceiverRelease:width_mono; R:holonics::receiver::release	formal-checked	uses:info.preimage-fibre, uses:receipt.width-laws
release.coarser-factor	receiver, compression	|g a − g b| ≤ |a − b| ⇒ w(g∘R) ≤ w(R);  g(q) = 2q: w(g∘R) = 2, w(R) = 1	a coarser receiver narrows the width only when its factor is non-expansive; coarsening alone can widen	finite fibre	L:Foundation/ReceiverRelease:width_nonExpansive_factor; L:Foundation/ReceiverRelease:expansive_factor_increases_width; L:Foundation/ReceiverRelease:coarser_receiver_factors	formal-checked	uses:release.width, uses:receipt.width-laws
release.coarse-drops-content	receiver	IsEmpty(ReceiverTransformer(occurs-by-3, time-of-event)) on {1/8, 1/4}	releasing a coarser face genuinely drops content; no transformer carries it back to the unreleased fine face	doubling witness	L:Foundation/ReceiverRelease:no_transformer_from_the_released_coarse_face; L:Foundation/ReceiverRelease:timingInsufficiency	formal-checked	uses:release.coarser-factor, uses:receipt.event-stable-timing-unstable
release.two-axis-horizon	receiver, tube, tower	H = (h, k) in the product order; (2,0) and (0,2) incomparable;  H ≤ H′ ⇒ w(reach H) ≤ w(reach H′);  w(h, 0) = longitudinal width	a horizon has a longitudinal (tube) and an index (tower) coordinate that are not one scale; the width is monotone in both	monotone nonempty two-axis reach	L:Foundation/ReceiverRelease:twoAxisWidth_mono; L:Foundation/ReceiverRelease:horizonWithin_is_not_total; L:Foundation/ReceiverRelease:twoAxisWidth_at_index_zero_is_the_longitudinal_width	formal-checked	generalizes:release.width, uses:receipt.two-axis-horizon
release.chain-distance	tower, tube	d_Adj(i,j) ≤ k: monotone, extends by one step, symmetric for symmetric Adj, triangle d(i,l) ≤ d(i,j) + d(j,l), unchanged in the order dual	distance through a chain of adjacency is one notion toward the fine and toward the coarse, read in two directions	declared adjacency (tube step or chart comparability)	L:Foundation/ReceiverRelease:chainDistance_symm; L:Foundation/ReceiverRelease:chainDistance_trans; L:Foundation/ReceiverRelease:chainDistance_orderDual	formal-checked	uses:release.two-axis-horizon
encoding.tape-free-adjoint	navigator, coholon	m(x + δ·e_k) − m(x) = U^{n−1−k} I δ;  for every linear g: g∘m has position response g∘U^{n−1−k}∘I, independent of the values and intermediate states	the source moment's adjoint is tape-free: the per-position response depends only on length and position, so no per-occurrence tape is kept	sources of equal length n, position k < n	L:Transport/SourceMoment:position_adjoint_is_tape_free; L:Transport/SourceMoment:accumulate_perturb	formal-checked	uses:navigator.source-moment, uses:navigator.adjoint
encoding.identity-fibre-persists	navigator, compression	U = 1: r(m(T_w [a,b])) = r(m(T_w [b,a])) for every moment receiver r and every appended word w	the permutation fibre of an identity-advance moment is real: no later appended source separates it	identity advance	L:Transport/SourceMoment:identity_advance_fibre_survives_every_successor; L:Transport/SourceMoment:momentDescent	formal-checked	instance-of:compression.history-compression, uses:navigator.order-through-advance
encoding.offset-moment	navigator, compression	c(l) = Σ_k E(u_k) ⊗ E(u_{k+1});  c[a,b] = E a ⊗ E b;  E a⊗E b ≠ E b⊗E a ⇒ c separates [a,b], [b,a] even where U = 1 merges them	the oriented offset (δ = 1) moment carries order that the identity-advance moment loses	identity advance, oriented tensor hypothesis	L:Transport/SourceMoment:offset_moment_separates_pair; L:Transport/SourceMoment:offset_moment_separates_under_identity_advance	formal-checked	obstructs:encoding.identity-fibre-persists, uses:navigator.offset-moment-stream
xent.entropy-fibre-successor	receiver, compression	S(h) = S(h′), succ(h) ≠ succ(h′) ⇒ ¬∃f: succ = f∘S	equal entropy coordinates do not found equal deterministic continuation	any entropy and successor receivers	L:Physics/HolonicEntropyActionInduction:no_successor_factor_of_equal_entropy; L:Physics/HolonicMembraneActionInformationDifference:membrane_tail_scalar_does_not_determine_action	formal-checked	instance-of:xent.scalar-fibre, uses:coupling.holonic-membrane-action
xent.two-cell-production	receiver, constitution, ratio	ȧ = −κ(a−b), ḃ = κ(a−b):  d/dt[−a log a − b log b] = κ(a−b)(log a − log b) ≥ 0,  d/dt(a+b) = 0	a two-cell exchange down a difference produces entropy exactly as flux times log-ratio, with the total conserved	κ ≥ 0, a,b > 0; no identification with probability or heat	L:Physics/TwoCellEntropyTransport:hasDerivAt_entropy_of_flux; L:Physics/TwoCellEntropyTransport:entropy_production_nonneg; L:Physics/TwoCellEntropyTransport:hasDerivAt_mass_conservation	formal-checked	instance-of:code.edge-production
xent.passage-production	aeon, epoch, ratio, receipt	σ(γ) = D(P_γ ‖ P_{Rγ}) ≥ 0, additive over epochs for Markov dynamics, zero ⇔ detailed balance	irreversibility of an aeon is the relative entropy between the aeon's path measure and its reversal: cross-entropy as a literal physical flux, not a statistic	Markov path measures; Lean obligation owed (aeon item 4)	N:2026-09-24_THE_AEON_EPOCH_AND_CYCLE_STANDARDIZE_THE_PASSAGE_OF_TIME.md	proved-standard	instance-of:aeon.pairing
xent.first-law-learning	aeon, ratio, deposition	ΔH(p,q) = ∫_γ −Σ ṗ log q (exchange) + ∫_γ −Σ p q̇/q (deposition);  d/dλ H(p,q) = −Σ ṗ log q − Σ p q̇/q	along an aeon both participants move; cross-entropy change splits into an exchange term and a deposition term, each path-dependent, their sum boundary-determined; over a cycle exchange = −deposition	differentiable positive sections along a clock λ; Lean obligation owed (aeon item 6)	N:2026-09-24_THE_AEON_EPOCH_AND_CYCLE_STANDARDIZE_THE_PASSAGE_OF_TIME.md	proved-derived	uses:xent.decomposition, instance-of:aeon.pairing
xent.clock-change	aeon, epoch, receiver	h_epoch = h_time · E[epoch length];  E[first return to Σ′] = μ(Σ)/μ(Σ′)	entropy is a density along aeons that transforms by the ratio of clock readings (Abramov, Kac): each clock has its own entropy rate	invariant probability measure, certified sections	N:2026-09-24_THE_AEON_EPOCH_AND_CYCLE_STANDARDIZE_THE_PASSAGE_OF_TIME.md	proved-standard	uses:aeon.pairing
quotient.joint-descent	compression, receiver, navigator	X/K_R, K_R = ⋂_r ker r;  q x = q y ⇔ ∀r: r x = r y;  an additive navigator T descends to X/K_R ⇔ T K_R ⊆ K_R	an additive receiver family has a canonical joint quotient; an additive navigator descends exactly when it preserves the joint blind subgroup (necessary, not only sufficient)	additive receivers and transports	L:Foundation/JointReceiverDescent:joint_generator_descends_iff; L:Foundation/JointReceiverDescent:quotient_eq_iff_joint_readings_eq; L:Foundation/JointReceiverDescent:historyCompression	formal-checked	specializes:compression.kernel, uses:compression.history-compression, uses:compression.joint-receiver-descent
predict.defect-budget	receiver, navigator	‖x_n − y_n‖ ≤ e₀ ∏_{j<n} L_j + Σ_{k<n} ε_k ∏_{k<j<n} L_j	a receiver-relative approximation defect propagates as the affine budget of the fine transport's Lipschitz constants and the one-step defects	‖F_n x − F_n y‖ ≤ L_n‖x − y‖, ‖F_n y_n − G_n y_n‖ ≤ ε_n, L, ε ≥ 0	L:Transport/AccumulatedReceiverDefect:distance_le_budget; L:Transport/AccumulatedReceiverDefect:distance_step_le	formal-checked	uses:receipt.commit-chain-residual
predict.changing-receiver-defect	receiver, navigator	δ(o) = returned(o) − U(entering(o));  δ = 0 ⇔ returned = U∘entering;  composed: δ_{PQ} = δ_Q + V(δ_P-shifted) for additive V;  word defect 0 when q T_i = U_i q	a changing receiver returns a signed defect in the target chart before any norm; defects compose through the shared middle face and vanish along every word of a commuting square	addressed passages; additive V for the exact carry	L:Transport/ChangingReceiver:defect_zero_iff; L:Transport/ChangingReceiver:passageDefect_comp_additive; L:Transport/ChangingReceiver:word_defect_zero; L:Transport/ChangingReceiver:changing_history_exact	formal-checked	uses:compression.history-compression, uses:receipt.changing-receiver-defect
predict.moving-receiver-rate	receiver, navigator	d/dt[C(t)x(t)] = V(C x) + (Ċ x + C F(x) − V(C x))	a moving receiver chart returns the coarse rate plus its complete rate defect, including chart motion (the D_Rρ·X_R term)	differentiable chart C(t) and state x(t)	L:Transport/ChangingReceiver:moving_receiver_rate; L:Transport/ChangingReceiver:rateDefect	formal-checked	face-of:receipt.reception, uses:receipt.changing-receiver-defect
resolvent.gaussian-shift-cocycle	navigator, ratio	a_t(L,z) = e^{−tL² − zL}, s_t(L,z) = z + 2tL:  a(L,z)·a(M, s_L z) = a(L+M, z),  s_M∘s_L = s_{L+M};  a(L,z)a(−L,z) = e^{−2tL²};  a_{t+dt} = a_t e^{−dt L²}	Gaussian shift amplitudes form one action with their changing base point; reversing only the label at the old base leaves a Gaussian residue	complex t, L, M, z	L:Transport/GaussianRebase:amplitude_cocycle; L:Transport/GaussianRebase:act_comp; L:Transport/GaussianRebase:unrebased_return; L:Transport/GaussianRebase:retimed_amplitude	formal-checked	uses:ratio.log-branch, uses:navigator.gaussian-rebase-cocycle
infer.rebase-algorithm	navigator, swing	e: S ≃ S′: Trace(e∘step∘e⁻¹)(e s, e t) ⇔ Trace(step)(s, t);  semantics unchanged	an invertible state chart conjugates a situated algorithm's transitions and preserves its extensional semantics; a noninvertible map is not a rebase	state equivalence	L:Algorithm/Rebase:trace_rebase_iff; L:Algorithm/Rebase:semantics_rebase_iff	formal-checked	
infer.finite-query-twin	navigator, landmark	f(z) = 1 − ∏_{q∈Q}(z − q)/∏_{q∈Q}(t − q):  entire, f(q) = 1 on every query q, f(t) = 0 for t ∉ Q	finitely many point observations cannot decide zero existence over analytic navigators: an entire finite product agrees with the constant 1 on every query and vanishes at an unqueried target	finite query set Q, t ∉ Q	L:Computation/ZeroNavigation:finiteQueryTwin_on_query; L:Computation/ZeroNavigation:finiteQueryTwin_target_zero; L:Computation/ZeroNavigation:finiteQueryTwin_differentiable	counterexample	uses:navigator.zeta
infer.word-speed-cone	navigator, swing	d(x, g_k⋯g_1 x) ≤ Σ_i r(g_i) when d(y, g y) ≤ r(g) for every step	an ordered navigator word travels within a causal cone only relative to a declared metric and per-navigator travel radius	pseudometric; locality hypothesis per navigator	L:Computation/ZeroNavigation:word_speed_cone	formal-checked	
infer.newton-no-speed	navigator, landmark	z ↦ z − (z − t)/1 sends 0 to t in one step for every target t	one exact Newton action reaches an arbitrary affine root, so holomorphic geometry alone supplies no uniform spatial speed	affine source z − t	L:Computation/IntersectionNavigation:affine_newton_reaches_arbitrary_target	counterexample	obstructs:infer.word-speed-cone
infer.intersection-fibre	navigator, key, compression	J v + ṡ = −r·F;  J∘lift = 1 ⇒ solutions = lift(−rF − ṡ) + ker J;  (−rF − ṡ) ∉ im J ⇒ no first-order action	simultaneous zero navigation has an exact first-order preimage fibre: a particular lift plus the Jacobian kernel, or a rank-loss refusal when the required receiving motion is outside the image	linear Jacobian J over ℂ with right inverse for the lift	L:Computation/IntersectionNavigation:direction_fibre; L:Computation/IntersectionNavigation:particular_direction; L:Computation/IntersectionNavigation:no_direction_of_unreachable	formal-checked	uses:compression.cokernel, uses:info.preimage-fibre
infer.branch-pullback	navigator, landmark	(g(z) − t)^m u(g z) with g(z) = t + (z − s)^k v(z) ⇒ (z − s)^{km}·v(z)^m·u(g z), and v(s)^m u(t) ≠ 0	pulling a multiplicity-m zero through an order-k branched navigator yields order km with a nonvanishing unit; log-derivatives add with the inner derivative as phase transport	k > 0, u(t) ≠ 0, v(s) ≠ 0	L:Computation/IntersectionNavigation:branch_pullback_factor; L:Computation/IntersectionNavigation:branch_pullback_unit_nonzero; L:Computation/IntersectionNavigation:product_pullback_logCurrent	formal-checked	uses:ratio.log-branch
infer.winding-route	navigator, landmark, cycle	N(parent) = N(left) + N(right) (certified zero-free cut) ⇒ N(parent) > 0 ⇔ a child > 0;  Σ_{level n} N = N(root);  the leftmost-positive route has length n, positive count, and nested prefixes	an exact winding census routes deterministically to a zero: the count is redistributed, never created, by refinement, and no scalar phase score is used	additive nonnegative zero count under certified splits	L:Computation/CertifiedWindingRoute:positive_iff_positive_child; L:Computation/CertifiedWindingRoute:level_total_count; L:Computation/CertifiedWindingRoute:route_positive; L:Computation/CertifiedWindingRoute:route_prefix	formal-checked	uses:navigator.zeta
infer.route-limit-zero	navigator, landmark	centres → c, radii → 0, each receiver holds a genuine zero, f continuous at c ⇒ f(c) = 0	a certified winding route converges to a zero when the argument principle supplies a zero in each shrinking receiver	continuity at the limit; per-region witness supplied by the argument principle	L:Computation/CertifiedWindingRoute:route_limit_is_zero; L:Computation/CertifiedWindingRoute:zero_at_limit_of_shrinking_receivers	formal-checked	uses:infer.winding-route
resolvent.ssm-realization	holon, navigator, tube	x_{k+1} = A x_k + B u_k, y_k = R x_k + D u_k ⇒ y_k = R A^k x_0 + Σ_{j<k} R A^{k−1−j} B u_j + D u_k;  Σ_j R A^j B z^j = R(I − zA)⁻¹B	a retained interior, a causal convolution kernel and a rational resolvent encode one boundary response; the initial interior contributes its own transported term	constant maps; formal series or convergence domain; varying maps need the ordered product	D:HNN_FORMULA.md#state-space-convolution-and-diffusion-are-one-realization; L:Computation/HolonicArchitectureCharts:fold_append	proved-derived	
resolvent.dynamic-schur	holon, tube, constitution	ẋ = Ax + Bz + f, ż = Cx + Dz + g ⇒ (sI − A − B(sI − D)⁻¹C) x̂ = x(0) + f̂ + B(sI − D)⁻¹(z(0) + ĝ)	eliminating the interior gives one boundary operator: dynamic Schur response, interior memory and SSM resolvent are three representations of one coupled equation, and the initial interior survives each	constant coefficients, Laplace variable s off the interior spectrum	D:HNN_FORMULA.md#state-space-convolution-and-diffusion-are-one-realization	proved-derived	uses:resolvent.ssm-realization
resolvent.fixed-field-sensitivity	navigator, constitution	x_{k+1} = λB x_k + (1−λ)h ⇒ x* = (I − λB)⁻¹(1−λ)h,  (I − λB) dx* = λ(dB)x* + (1−λ)dh;  B = L² ⇒ dB = (dL)L + L(dL)	integration has a differential: learning, internal refinement and the decoded output share one chain rule, so differentiating only a final readout omits the induced change	I − λB invertible	D:HNN_FORMULA.md#3-learning-is-variation-of-these-operators	proved-derived	uses:resolvent.ssm-realization
resolvent.attention-chart	navigator, receiver, contact	a_ij = μ_j e^{s_ij}/Σ_{k∈E(i)} μ_k e^{s_ik},  Σ_{j∈E(i)} a_ij = 1,  y_i = Σ_j a_ij U_ij V_j	attention is input-conditioned contact: normalization runs over the admitted contact population, not an authored global width, and complete attention is permutation-equivariant when score and value transport together	finite admitted contact sets E(i)	L:Computation/HolonicArchitectureCharts:weight_normalized; L:Computation/HolonicArchitectureCharts:complete_output_relabel; D:HNN_FORMULA.md#one-connected-tensor-computation	formal-checked	uses:norm.normalized-exponential
resolvent.attention-variation	navigator, receiver	da_j = a_j(ds_j − Σ_k a_k ds_k),  dY = Σ a_j U_j dV_j + Σ a_j dU_j V_j + Σ a_j(ds_j − E_a ds)U_j V_j	attention's variation carries value, transport and participation terms; the last curves through J = diag a − aaᵀ, so a head can suppress a large common perturbation and respond to a small difference	fixed contact support; opening an absent edge needs the separate incidence law	D:HNN_FORMULA.md#one-connected-tensor-computation	proved-derived	uses:norm.laplacian-return
resolvent.normalized-current-pullback	navigator, coholon	Y = aV, G = ∂ℓ/∂Y ⇒ ∂ℓ/∂s_ij = a_ij⟨G_i, V_j − Y_i⟩,  ∂ℓ/∂V = aᵀG;  NormalizedKernel: ∂ℓ/∂K = (∂ℓ/∂s)/K	the normalized-current chart pulls a receiver covector back to scores as a centred value pairing; a positive-kernel step refuses to cross the positive support	identity frame transport; general chart also pulls back through U, Q/K and the metric	D:HNN_FORMULA.md#3-learning-is-variation-of-these-operators; R:holonics::ratio::exponentiated::NormalizedKernel	proved-derived	uses:learn.logit-covector
resolvent.convolution-equivariant	navigator, swing	(k ∗ τ_s v) = τ_s(k ∗ v)	translation equivariance of convolution follows from the relative incidence law, with no layer ontology	finite additive site group	L:Computation/HolonicArchitectureCharts:translate_equivariant	formal-checked	
resolvent.graph-transport	complex, navigator	update(v) = react(v, x_v, Σ_{u→v} msg(x_u, x_v));  no incoming contact still sees x_v;  relabel-equivariant when incidence and site-dependence transport together	sparse graph transport is incident message passing that keeps the node's own retained state; aggregate covariance alone is weaker than update covariance	finite vertex set, declared incidence	L:Computation/HolonicArchitectureCharts:no_contact_can_retain_state; L:Computation/HolonicArchitectureCharts:update_relabel; L:Computation/HolonicArchitectureCharts:aggregate_relabel	formal-checked	
resolvent.cache-validity	compression, receiver	recover(cache(h)) = direct(h) for every history;  a foreign cache coordinate fails against one unchanged direct-history receiver (false ≠ foldl xor false)	a cache is lawful only when its recovered state equals direct history conduct; a foreign cache coordinate does not become native state	declared cache law	L:Computation/HolonicArchitectureCharts:valid_cache_eq_direct; L:Computation/HolonicArchitectureCharts:invalid_cache_control	formal-checked	uses:info.standing-quotient
resolvent.markov-composition	navigator, receiver	(K₁K₂)_*p = K₂_*(K₁_*p);  E_{K_*p}[r] = E_p[K r];  Dirac kernel of a map T transports an unresolved measure without sampling	stochastic diffusion transports a finite measure through Markov kernels (Chapman–Kolmogorov), and deterministic motion transports an unresolved source measure exactly	finite index sets, Markov kernels	L:Computation/HolonicDiffusionCharts:pushforward_compose; L:Computation/HolonicDiffusionCharts:expectation_pushforward; L:Computation/HolonicDiffusionCharts:expectation_dirac	formal-checked	
resolvent.no-stochastic-inverse	navigator, compression	collapse: Bool → Unit has no Markov kernel R with collapse∘R = id_Bool	a forward stochastic kernel does not manufacture its reverse; denoising is not a physical reversal of the source events	finite witness	L:Computation/HolonicDiffusionCharts:collapseBool_has_no_stochastic_inverse; D:HNN_FORMULA.md#state-space-convolution-and-diffusion-are-one-realization	counterexample	obstructs:resolvent.markov-composition
resolvent.implicit-diffusion	constitution, holon	C x′ + Δt·L x′ = C x + s(u)	deterministic diffusion is a constituted implicit balance, a state-space recurrence once C + ΔtL is invertible, with no stochastic kernel	invertible constituted operator	L:Computation/HolonicDiffusionCharts:advance_balance; L:Computation/HolonicDiffusionCharts:asStateSpace	formal-checked	uses:resolvent.ssm-realization
resolvent.diffusion-clocks	navigator, aeon, receiver	trajectory Γ_{Θ,b}(ξ) conditional on the complete source ξ (initial field and every sampling innovation);  output measure = pushforward of ξ's measure through the product receiver	refinement index, event clock, physical clock and wall clock are distinct clocks, none an output-token index; noise, execution, preimages and probability each keep their place	declared stochastic law for ξ	D:HNN_FORMULA.md#state-space-convolution-and-diffusion-are-one-realization	definition	uses:resolvent.markov-composition
quotient.ml-chart-descent	compression, navigator, receiver	∃ classical step V with q∘T = V∘q ⇔ ∀x,y: q x = q y ⇒ q(T x) = q(T y);  lawful chart ⇒ q(T_w x) = V_w(q x) for every word (forward simulation)	a fixed labelled machine-learning state machine is a receiver quotient of the native transport only when the quotient commutes with every native navigator; present observation factorization is insufficient	DynamicReceiverChart with explicit observation and navigator squares	L:Computation/MachineLearningChart:quotientSuccessorTransformer_exists_iff; L:Computation/MachineLearningChart:everyOrderedWordExact; L:Computation/MachineLearningChart:quotientIsForwardSimulation	formal-checked	instance-of:compression.history-compression
quotient.exchange-no-descent	compression, navigator	¬∃V: fst(swap x) = V(fst x) on Bool×Bool	a static first-coordinate face cannot descend through coordinate exchange	finite witness	L:Computation/MachineLearningChart:exchangeCannotDescendThroughFirstCoordinate	counterexample	obstructs:quotient.ml-chart-descent
learn.cultivation-vs-inference	deposition, constitution, receiver	cultivation at (δ, body) ⇒ ¬(return leaves morphology unchanged);  return descends through loss ⇒ (ℓ(δ) = ℓ(δ′) ⇒ equal morphology return)	a learning occurrence keeps its complete situated difference and the morphology return it caused; a scalar loss governs learning only when the return descends through it	SituatedLearningReturn	L:Computation/SituatedMachineLearning:cultivation_excludes_inference; L:Computation/SituatedMachineLearning:equalLoss_forces_equalReturn; L:Computation/SituatedMachineLearning:equalLoss_differentReturn_obstructsDescent	formal-checked	uses:loss.comparison-gauge
learn.scalar-loss-not-cultivation	deposition, ratio	|(1,0)|² = |(0,1)|² while the oriented returns (1,0), (0,1) differ	equal squared scalar loss does not determine the oriented morphology return	ℤ² witness	L:Computation/SituatedMachineLearning:scalarLossDoesNotDetermineCultivation; L:Computation/SituatedMachineLearning:orthogonalDifferences_sameScalarLoss; L:Computation/SituatedMachineLearning:orthogonalDifferences_distinctReturn	counterexample	obstructs:learn.cultivation-vs-inference
learn.parametron-real-chart	parametron, receiver, compression	z ↦ g·z with real g descends to Re z ↦ g·Re z for every recurrence;  equal classical potential can keep different quadrature	a fixed real gain gives the complex parametron current an exact traditional real receiver chart; the imaginary phase stays in the reconstruction fibre	real gain, pre-locking current	L:Computation/SituatedMachineLearning:fixedRealPhaseChart_everyRecurrence; L:Computation/SituatedMachineLearning:equalClassicalPotential_canRetainDifferentQuadrature	formal-checked	uses:quotient.ml-chart-descent
learn.orientation-transport	complex, coholon, receiver	reorienting incidence alone changes the drive action (no transformer from the scalar node coordinate); reorienting the drive covector with incidence preserves it	the drive covector must be transported with incidence; forgetting branch orientation cannot define the action from a scalar coordinate	two-branch witness	L:Computation/SituatedMachineLearning:untransportedOrientation_noReceiverTransformer; L:Computation/SituatedMachineLearning:transportingDriveWithIncidence_preservesAction; L:Computation/SituatedMachineLearning:sameScalar_differentUntransportedOrientation	formal-checked	uses:holon.stokes
learn.route-deposit	deposition, coholon, tube	step e = (o → t): dep_e(δ) = +δ at t, −δ at o, 0 elsewhere;  dep_route = Σ_e dep_e;  Σ_sites dep_route = 0;  one-hand two-step chain: interior cancels, origin gives, terminus receives	the adjoint return of a route is the endpoint-difference transpose: it conserves the total, deposits nothing off the route, and telescopes to the route's ends	oriented unit-hand steps; complex difference δ	L:Computation/HolonicWorldReturnDeposit:sum_routeDeposit; L:Computation/HolonicWorldReturnDeposit:routeDeposit_outside; L:Computation/HolonicWorldReturnDeposit:twoStep_interior_cancels; L:Computation/HolonicWorldReturnDeposit:twoStep_boundary_carries	formal-checked	instance-of:holon.stokes
learn.kernel-verdict-not-deposit	deposition, receiver	equal kernel face (admitted) with reflections Γ = 0 (matched) and Γ ≠ 0 (one of three carried survived)	a kernel verdict does not determine the deposit; a richer junction receiver separates what the verdict collapsed	finite witness	L:Computation/HolonicWorldReturnDeposit:equalKernelFace_differentReflection	counterexample	uses:learn.route-deposit
infer.first-arrival-population	navigator, receiver, epoch	P_0 = A,  P_{n+1} = T⁻¹(P_n) ∖ A,  x ∈ P_n ⇔ T^n x ∈ A first at n;  P_n(eTe⁻¹, eA) = e P_n(T, A);  a moving receiver is the autonomous population on (state, clock)	first-arrival populations of one recurrence are formed by repeated pullback and removal, with no history archive; they are chart-covariant and absorb a moving receiver into a clock-extended state	autonomous recurrence carrying any fixed forcing or clock	L:Computation/HolonicRecurrentEcology:population; L:Computation/HolonicRecurrentEcology:chart_covariant; L:Computation/HolonicRecurrentEcology:mem_population_iff	formal-checked	uses:navigator.first-arrival
infer.recurrent-operation	navigator, receiver, holon	op(ecology, occurrence) = (emission, trace, successor);  successor(t) = predecessor(t+1);  equal emissions retain distinct occurrences;  fixed and changing steps share one operation owner	one recurrent operation joins each successor to the next predecessor; self-reentry and application occurrences enter the same port, and learning is not a privileged return	OperationStep / Recurrence	L:Computation/HolonicRecurrentEcology:successor_joins_next_predecessor; L:Computation/HolonicRecurrentEcology:equal_emission_retains_distinct_occurrences; L:Computation/HolonicRecurrentEcology:fixed_and_changing_share_one_operation_owner	formal-checked	
resolvent.pole-cancellation	navigator, receiver	A = diag(1,2), only mode 1 excited and read: den = (s−1)(s−2), num = s − 2, pole set {1} ⊊ spectrum {1,2}	poles ⊆ eigenvalues is strict: an unexcited or unobserved mode cancels from the response	ℚ² witness	L:Foundation/CausalChord:cancellation_is_strict; L:Foundation/CausalChord:cancellingWitness_numerator	counterexample	uses:receipt.causal-chord-transfer, uses:receipt.cancellation-strict
code.cost-receipt	receipt, compression	R = (bytes, decodeWork, updateWork, certificateWork, residual) ∈ ℕ⁵, each with provenance (measured | derived | declared);  R_a ∘ R_b adds coordinatewise and is accounted	a presentation cost is a five-axis receipt with provenance, never summed by the receipt itself; serial composition adds coordinatewise through the additivity owner	exact natural coordinates	L:Foundation/PresentationCost:CostReceipt; L:Foundation/PresentationCost:compose_vector; L:Foundation/PresentationCost:compose_accounted; L:Foundation/PresentationCost:serial_receipt_balance	formal-checked	uses:compression.serial-code-balance, uses:receipt.receipts-compose
code.dominance	receipt, compression	a ≼ b ⇔ vec a ≤ vec b in the product order;  mutual dominance forces equal vectors but not equal receipts (a measured 12 vs a declared 12)	dominance is the product partial order on cost vectors; antisymmetry does not lift to receipts because provenance is kept	five-axis cost vectors	L:Foundation/PresentationCost:dominates_iff_vector_le; L:Foundation/PresentationCost:dominates_antisymm_vector; L:Foundation/PresentationCost:dominates_antisymm_fails_on_receipts	formal-checked	uses:code.cost-receipt, uses:receipt.cost-receipt-frontier
code.weighting-selects-frontier	receipt, receiver	C(P;q) = Σ_ax q_ax·v_ax;  q ≥ 0 monotone, q > 0 strictly monotone for dominance;  q > 0 ⇒ argmin C ∈ frontier	a scalar weighting is a receiver reading of the receipt; a strictly positive weighting's minimizer always lies on the frontier	nonnegative rational axis weights	L:Foundation/PresentationCost:minimizer_isFrontierPoint; L:Foundation/PresentationCost:objective_strictMono; L:Foundation/PresentationCost:objective_mono	formal-checked	uses:receipt.cost-receipt-frontier, uses:receipt.scalar-objective-misses-frontier
code.unsupported-frontier-point	receipt, compression	corners (0 bytes, high decode), (high bytes, 0 decode) and a balanced point above their chord: all three on the frontier; no weighting with q_bytes > 0 or q_decode > 0 selects the balanced one; no least point	a frontier point above the chord is selected by no linear weighting, and the frontier has no least element, so "the minimal presentation" names nothing	three-presentation witness	L:Foundation/PresentationCost:unsupported_not_minimizer; L:Foundation/PresentationCost:chordFamily_frontier_is_everything; L:Foundation/PresentationCost:frontier_has_no_least_point	counterexample	obstructs:code.weighting-selects-frontier, uses:receipt.scalar-objective-misses-frontier
